userSeq,userId,email,birth,gender,mbti,moods
321,uzYaePbx00321,ssafy321@naver.com,2000-12-15,TRUE,infp,현대적인
322,uzYaePbx00322,ssafy322@naver.com,1998-04-22,TRUE,infp,평화로운
323,uzYaePbx00323,ssafy323@naver.com,2000-11-03,TRUE,infp,평화로운
324,uzYaePbx00324,ssafy324@naver.com,1996-01-25,TRUE,istj,평화로운
325,uzYaePbx00325,ssafy325@naver.com,2002-01-02,TRUE,entp,자연주의
326,uzYaePbx00326,ssafy326@naver.com,1996-05-09,TRUE,istp,자연주의
327,uzYaePbx00327,ssafy327@naver.com,2003-04-28,TRUE,istj,낭만적인
328,uzYaePbx00328,ssafy328@naver.com,2003-07-26,TRUE,istj,자연주의
329,uzYaePbx00329,ssafy329@naver.com,1997-04-30,TRUE,isfp,활동적인
330,uzYaePbx00330,ssafy330@naver.com,1999-09-23,TRUE,esfj,평화로운
331,uzYaePbx00331,ssafy331@naver.com,1994-11-04,TRUE,esfj,활동적인
332,uzYaePbx00332,ssafy332@naver.com,2001-08-03,TRUE,istp,현대적인
333,uzYaePbx00333,ssafy333@naver.com,1997-06-03,TRUE,isfp,야경풍의
334,uzYaePbx00334,ssafy334@naver.com,2000-09-13,TRUE,entj,복고풍의
335,uzYaePbx00335,ssafy335@naver.com,1998-08-30,TRUE,esfp,야경풍의
336,uzYaePbx00336,ssafy336@naver.com,1999-06-05,TRUE,infj,활동적인
337,uzYaePbx00337,ssafy337@naver.com,2000-07-05,TRUE,estj,기타
338,uzYaePbx00338,ssafy338@naver.com,1994-12-02,TRUE,enfj,자연주의
339,uzYaePbx00339,ssafy339@naver.com,2001-11-17,TRUE,infj,이국적인
340,uzYaePbx00340,ssafy340@naver.com,1995-12-28,TRUE,entj,활동적인
341,uzYaePbx00341,ssafy341@naver.com,1999-02-26,TRUE,istj,기타
342,uzYaePbx00342,ssafy342@naver.com,1996-10-10,TRUE,estp,현대적인
343,uzYaePbx00343,ssafy343@naver.com,1997-11-05,TRUE,enfp,활동적인
344,uzYaePbx00344,ssafy344@naver.com,2003-03-22,TRUE,estp,낭만적인
345,uzYaePbx00345,ssafy345@naver.com,1998-11-09,TRUE,intp,기타
346,uzYaePbx00346,ssafy346@naver.com,1997-02-01,TRUE,enfp,활동적인
347,uzYaePbx00347,ssafy347@naver.com,1995-10-27,TRUE,enfj,낭만적인
348,uzYaePbx00348,ssafy348@naver.com,1995-08-17,TRUE,estp,현대적인
349,uzYaePbx00349,ssafy349@naver.com,2003-11-16,TRUE,entj,낭만적인
350,uzYaePbx00350,ssafy350@naver.com,1996-08-13,TRUE,intp,야경풍의
351,uzYaePbx00351,ssafy351@naver.com,1994-06-29,TRUE,estp,야경풍의
352,uzYaePbx00352,ssafy352@naver.com,2003-06-04,TRUE,entp,복고풍의
353,uzYaePbx00353,ssafy353@naver.com,1998-10-24,TRUE,enfp,자연주의
354,uzYaePbx00354,ssafy354@naver.com,1994-07-19,TRUE,intp,야경풍의
355,uzYaePbx00355,ssafy355@naver.com,2003-10-02,TRUE,intp,현대적인
356,uzYaePbx00356,ssafy356@naver.com,2003-12-07,TRUE,estp,활동적인
357,uzYaePbx00357,ssafy357@naver.com,1994-11-23,TRUE,estp,평화로운
358,uzYaePbx00358,ssafy358@naver.com,1998-10-09,TRUE,esfp,활동적인
359,uzYaePbx00359,ssafy359@naver.com,2002-02-23,TRUE,isfj,현대적인
360,uzYaePbx00360,ssafy360@naver.com,1994-09-07,TRUE,entj,이국적인
361,uzYaePbx00361,ssafy361@naver.com,1996-01-13,TRUE,istj,복고풍의
362,uzYaePbx00362,ssafy362@naver.com,2001-03-05,TRUE,enfj,자연주의
363,uzYaePbx00363,ssafy363@naver.com,2003-06-14,TRUE,intj,낭만적인
364,uzYaePbx00364,ssafy364@naver.com,1996-11-01,TRUE,entj,자연주의
365,uzYaePbx00365,ssafy365@naver.com,2002-10-03,TRUE,intp,야경풍의
366,uzYaePbx00366,ssafy366@naver.com,2004-04-18,TRUE,isfj,낭만적인
367,uzYaePbx00367,ssafy367@naver.com,2003-07-18,TRUE,enfj,이국적인
368,uzYaePbx00368,ssafy368@naver.com,1995-08-21,TRUE,entp,야경풍의
369,uzYaePbx00369,ssafy369@naver.com,2004-05-27,TRUE,enfp,활동적인
370,uzYaePbx00370,ssafy370@naver.com,1996-07-01,TRUE,isfj,야경풍의
371,uzYaePbx00371,ssafy371@naver.com,2000-08-16,TRUE,enfp,평화로운
372,uzYaePbx00372,ssafy372@naver.com,2002-09-21,TRUE,istj,자연주의
373,uzYaePbx00373,ssafy373@naver.com,2003-01-08,TRUE,esfp,기타
374,uzYaePbx00374,ssafy374@naver.com,2003-05-17,TRUE,enfj,기타
375,uzYaePbx00375,ssafy375@naver.com,1997-01-16,TRUE,intp,자연주의
376,uzYaePbx00376,ssafy376@naver.com,2000-02-14,TRUE,isfp,활동적인
377,uzYaePbx00377,ssafy377@naver.com,1997-12-15,TRUE,infj,복고풍의
378,uzYaePbx00378,ssafy378@naver.com,2002-06-06,TRUE,estj,평화로운
379,uzYaePbx00379,ssafy379@naver.com,1999-06-21,TRUE,intj,현대적인
380,uzYaePbx00380,ssafy380@naver.com,1995-04-07,TRUE,infp,복고풍의
381,uzYaePbx00381,ssafy381@naver.com,1997-09-06,TRUE,entj,이국적인
382,uzYaePbx00382,ssafy382@naver.com,1994-07-31,TRUE,estp,활동적인
383,uzYaePbx00383,ssafy383@naver.com,2000-05-07,TRUE,infp,활동적인
384,uzYaePbx00384,ssafy384@naver.com,1997-03-16,TRUE,estp,활동적인
385,uzYaePbx00385,ssafy385@naver.com,2000-07-28,TRUE,estp,평화로운
386,uzYaePbx00386,ssafy386@naver.com,1996-09-13,TRUE,intj,자연주의
387,uzYaePbx00387,ssafy387@naver.com,1996-12-22,TRUE,intp,낭만적인
388,uzYaePbx00388,ssafy388@naver.com,2004-05-27,TRUE,intp,기타
389,uzYaePbx00389,ssafy389@naver.com,1996-08-18,TRUE,isfp,기타
390,uzYaePbx00390,ssafy390@naver.com,1994-05-05,TRUE,isfp,현대적인
391,uzYaePbx00391,ssafy391@naver.com,1996-11-20,TRUE,enfp,야경풍의
392,uzYaePbx00392,ssafy392@naver.com,1999-11-20,TRUE,istp,현대적인
393,uzYaePbx00393,ssafy393@naver.com,2001-06-13,TRUE,infp,이국적인
394,uzYaePbx00394,ssafy394@naver.com,1999-12-05,TRUE,estj,현대적인
395,uzYaePbx00395,ssafy395@naver.com,1994-07-20,TRUE,intj,평화로운
396,uzYaePbx00396,ssafy396@naver.com,2002-08-19,TRUE,intj,평화로운
397,uzYaePbx00397,ssafy397@naver.com,2001-09-22,TRUE,infj,복고풍의
398,uzYaePbx00398,ssafy398@naver.com,2003-06-03,TRUE,estp,이국적인
399,uzYaePbx00399,ssafy399@naver.com,2002-05-07,TRUE,entp,평화로운
400,uzYaePbx00400,ssafy400@naver.com,2000-11-30,TRUE,intp,평화로운
401,uzYaePbx00401,ssafy401@naver.com,2002-07-01,TRUE,istp,복고풍의
402,uzYaePbx00402,ssafy402@naver.com,1996-04-23,TRUE,istp,현대적인
403,uzYaePbx00403,ssafy403@naver.com,1995-05-17,TRUE,isfj,낭만적인
404,uzYaePbx00404,ssafy404@naver.com,1998-04-02,TRUE,infj,활동적인
405,uzYaePbx00405,ssafy405@naver.com,2003-03-08,TRUE,enfj,낭만적인
406,uzYaePbx00406,ssafy406@naver.com,1997-07-08,TRUE,estp,활동적인
407,uzYaePbx00407,ssafy407@naver.com,2002-12-24,TRUE,entj,야경풍의
408,uzYaePbx00408,ssafy408@naver.com,2000-06-17,TRUE,intj,야경풍의
409,uzYaePbx00409,ssafy409@naver.com,1995-11-23,TRUE,infp,복고풍의
410,uzYaePbx00410,ssafy410@naver.com,1995-09-15,TRUE,estp,이국적인
411,uzYaePbx00411,ssafy411@naver.com,2003-01-01,TRUE,enfj,자연주의
412,uzYaePbx00412,ssafy412@naver.com,2003-06-08,TRUE,enfj,이국적인
413,uzYaePbx00413,ssafy413@naver.com,2001-05-05,TRUE,esfp,자연주의
414,uzYaePbx00414,ssafy414@naver.com,2002-12-09,TRUE,esfj,평화로운
415,uzYaePbx00415,ssafy415@naver.com,2001-12-12,TRUE,entp,복고풍의
416,uzYaePbx00416,ssafy416@naver.com,1999-09-26,TRUE,intp,활동적인
417,uzYaePbx00417,ssafy417@naver.com,2001-11-23,TRUE,enfp,기타
418,uzYaePbx00418,ssafy418@naver.com,1999-10-25,TRUE,intj,기타
419,uzYaePbx00419,ssafy419@naver.com,2002-09-26,TRUE,esfp,야경풍의
420,uzYaePbx00420,ssafy420@naver.com,2001-07-13,TRUE,isfp,야경풍의
421,uzYaePbx00421,ssafy421@naver.com,1997-04-17,TRUE,intj,기타
422,uzYaePbx00422,ssafy422@naver.com,2004-02-08,TRUE,istj,자연주의
423,uzYaePbx00423,ssafy423@naver.com,2003-08-19,TRUE,istj,활동적인
424,uzYaePbx00424,ssafy424@naver.com,2002-02-08,TRUE,isfp,평화로운
425,uzYaePbx00425,ssafy425@naver.com,1995-10-19,TRUE,esfj,복고풍의
426,uzYaePbx00426,ssafy426@naver.com,2002-08-21,TRUE,entp,야경풍의
427,uzYaePbx00427,ssafy427@naver.com,2003-03-14,TRUE,intj,야경풍의
428,uzYaePbx00428,ssafy428@naver.com,2001-07-17,TRUE,enfj,현대적인
429,uzYaePbx00429,ssafy429@naver.com,2003-01-02,TRUE,isfj,기타
430,uzYaePbx00430,ssafy430@naver.com,2003-12-08,TRUE,isfj,야경풍의
431,uzYaePbx00431,ssafy431@naver.com,1998-08-04,TRUE,infj,야경풍의
432,uzYaePbx00432,ssafy432@naver.com,1995-03-17,TRUE,entp,이국적인
433,uzYaePbx00433,ssafy433@naver.com,1998-06-25,TRUE,entp,자연주의
434,uzYaePbx00434,ssafy434@naver.com,1998-03-13,TRUE,isfp,복고풍의
435,uzYaePbx00435,ssafy435@naver.com,2001-10-28,TRUE,entj,이국적인
436,uzYaePbx00436,ssafy436@naver.com,2002-11-01,TRUE,esfj,기타
437,uzYaePbx00437,ssafy437@naver.com,1997-02-02,TRUE,entp,자연주의
438,uzYaePbx00438,ssafy438@naver.com,2002-11-19,TRUE,istp,평화로운
439,uzYaePbx00439,ssafy439@naver.com,2004-07-05,TRUE,infp,낭만적인
440,uzYaePbx00440,ssafy440@naver.com,1999-05-04,TRUE,esfp,기타
441,uzYaePbx00441,ssafy441@naver.com,1996-05-19,TRUE,entp,활동적인
442,uzYaePbx00442,ssafy442@naver.com,1998-07-26,TRUE,entj,낭만적인
443,uzYaePbx00443,ssafy443@naver.com,2001-03-14,TRUE,enfp,현대적인
444,uzYaePbx00444,ssafy444@naver.com,1999-06-01,TRUE,enfp,낭만적인
445,uzYaePbx00445,ssafy445@naver.com,1994-11-16,TRUE,istj,평화로운
446,uzYaePbx00446,ssafy446@naver.com,1998-05-07,TRUE,intp,활동적인
447,uzYaePbx00447,ssafy447@naver.com,1997-04-16,TRUE,esfp,낭만적인
448,uzYaePbx00448,ssafy448@naver.com,1995-07-02,TRUE,istp,이국적인
449,uzYaePbx00449,ssafy449@naver.com,2003-04-09,TRUE,esfp,평화로운
450,uzYaePbx00450,ssafy450@naver.com,2000-11-27,TRUE,istp,기타
451,uzYaePbx00451,ssafy451@naver.com,1996-06-27,TRUE,infj,현대적인
452,uzYaePbx00452,ssafy452@naver.com,1996-04-01,TRUE,estj,낭만적인
453,uzYaePbx00453,ssafy453@naver.com,1995-04-09,TRUE,estp,기타
454,uzYaePbx00454,ssafy454@naver.com,1999-02-07,TRUE,infj,복고풍의
455,uzYaePbx00455,ssafy455@naver.com,2003-04-19,TRUE,enfp,이국적인
456,uzYaePbx00456,ssafy456@naver.com,2004-07-23,TRUE,estj,활동적인
457,uzYaePbx00457,ssafy457@naver.com,1995-01-23,TRUE,enfj,현대적인
458,uzYaePbx00458,ssafy458@naver.com,2001-10-17,TRUE,istj,복고풍의
459,uzYaePbx00459,ssafy459@naver.com,1995-11-16,TRUE,esfj,평화로운
460,uzYaePbx00460,ssafy460@naver.com,2001-10-11,TRUE,entp,현대적인
461,uzYaePbx00461,ssafy461@naver.com,1998-06-02,TRUE,estp,자연주의
462,uzYaePbx00462,ssafy462@naver.com,1995-11-21,TRUE,infj,활동적인
463,uzYaePbx00463,ssafy463@naver.com,2003-04-21,TRUE,entp,평화로운
464,uzYaePbx00464,ssafy464@naver.com,2000-01-23,TRUE,esfp,활동적인
465,uzYaePbx00465,ssafy465@naver.com,2003-06-08,TRUE,entj,이국적인
466,uzYaePbx00466,ssafy466@naver.com,2004-03-13,TRUE,isfj,야경풍의
467,uzYaePbx00467,ssafy467@naver.com,2003-05-06,TRUE,entj,기타
468,uzYaePbx00468,ssafy468@naver.com,1996-10-09,TRUE,istp,평화로운
469,uzYaePbx00469,ssafy469@naver.com,1995-07-17,TRUE,isfj,현대적인
470,uzYaePbx00470,ssafy470@naver.com,1996-05-26,TRUE,intj,활동적인
471,uzYaePbx00471,ssafy471@naver.com,1999-09-24,TRUE,estj,활동적인
472,uzYaePbx00472,ssafy472@naver.com,1999-03-19,TRUE,intj,현대적인
473,uzYaePbx00473,ssafy473@naver.com,1998-10-22,TRUE,entp,평화로운
474,uzYaePbx00474,ssafy474@naver.com,1999-05-16,TRUE,esfj,기타
475,uzYaePbx00475,ssafy475@naver.com,2002-12-27,TRUE,esfj,낭만적인
476,uzYaePbx00476,ssafy476@naver.com,1995-06-22,TRUE,isfp,기타
477,uzYaePbx00477,ssafy477@naver.com,1997-10-20,TRUE,entp,기타
478,uzYaePbx00478,ssafy478@naver.com,1995-08-29,TRUE,entj,기타
479,uzYaePbx00479,ssafy479@naver.com,1997-10-14,TRUE,esfj,평화로운
480,uzYaePbx00480,ssafy480@naver.com,1996-02-13,TRUE,estj,현대적인
481,uzYaePbx00481,ssafy481@naver.com,2000-05-30,TRUE,infp,기타
482,uzYaePbx00482,ssafy482@naver.com,1998-10-09,TRUE,infj,기타
483,uzYaePbx00483,ssafy483@naver.com,1999-02-15,TRUE,infj,자연주의
484,uzYaePbx00484,ssafy484@naver.com,1996-03-23,TRUE,isfj,자연주의
485,uzYaePbx00485,ssafy485@naver.com,1997-12-08,TRUE,infp,이국적인
486,uzYaePbx00486,ssafy486@naver.com,2003-11-05,TRUE,estj,야경풍의
487,uzYaePbx00487,ssafy487@naver.com,2002-04-21,TRUE,isfp,낭만적인
488,uzYaePbx00488,ssafy488@naver.com,1997-05-08,TRUE,enfj,낭만적인
489,uzYaePbx00489,ssafy489@naver.com,2004-08-03,TRUE,esfp,복고풍의
490,uzYaePbx00490,ssafy490@naver.com,2000-12-02,TRUE,istp,야경풍의
491,uzYaePbx00491,ssafy491@naver.com,1997-08-28,TRUE,intp,현대적인
492,uzYaePbx00492,ssafy492@naver.com,1999-02-09,TRUE,intp,자연주의
493,uzYaePbx00493,ssafy493@naver.com,2000-04-18,TRUE,estp,현대적인
494,uzYaePbx00494,ssafy494@naver.com,2001-04-02,TRUE,esfj,이국적인
495,uzYaePbx00495,ssafy495@naver.com,1995-09-22,TRUE,istp,이국적인
496,uzYaePbx00496,ssafy496@naver.com,2002-03-30,TRUE,istj,기타
497,uzYaePbx00497,ssafy497@naver.com,2003-08-06,TRUE,intp,야경풍의
498,uzYaePbx00498,ssafy498@naver.com,1998-11-10,TRUE,enfp,활동적인
499,uzYaePbx00499,ssafy499@naver.com,1995-08-31,TRUE,enfj,활동적인
500,uzYaePbx00500,ssafy500@naver.com,2002-05-08,FALSE,esfj,야경풍의
501,uzYaePbx00501,ssafy501@naver.com,2000-11-24,FALSE,isfp,이국적인
502,uzYaePbx00502,ssafy502@naver.com,2001-02-26,FALSE,enfj,평화로운
503,uzYaePbx00503,ssafy503@naver.com,1999-02-23,FALSE,esfp,평화로운
504,uzYaePbx00504,ssafy504@naver.com,1996-02-17,FALSE,infj,기타
505,uzYaePbx00505,ssafy505@naver.com,1996-12-20,FALSE,isfj,자연주의
506,uzYaePbx00506,ssafy506@naver.com,2001-01-30,FALSE,istj,현대적인
507,uzYaePbx00507,ssafy507@naver.com,2004-08-13,FALSE,isfj,야경풍의
508,uzYaePbx00508,ssafy508@naver.com,2003-12-27,FALSE,enfj,기타
509,uzYaePbx00509,ssafy509@naver.com,1998-05-25,FALSE,esfp,자연주의
510,uzYaePbx00510,ssafy510@naver.com,2002-02-09,FALSE,infj,활동적인
511,uzYaePbx00511,ssafy511@naver.com,2003-02-06,FALSE,enfj,자연주의
512,uzYaePbx00512,ssafy512@naver.com,1994-10-28,FALSE,entp,자연주의
513,uzYaePbx00513,ssafy513@naver.com,2000-04-30,FALSE,isfj,활동적인
514,uzYaePbx00514,ssafy514@naver.com,2001-08-17,FALSE,enfp,야경풍의
515,uzYaePbx00515,ssafy515@naver.com,2001-05-12,FALSE,infp,현대적인
516,uzYaePbx00516,ssafy516@naver.com,1996-02-01,FALSE,esfj,낭만적인
517,uzYaePbx00517,ssafy517@naver.com,1998-03-17,FALSE,estp,복고풍의
518,uzYaePbx00518,ssafy518@naver.com,2001-01-30,FALSE,intj,평화로운
519,uzYaePbx00519,ssafy519@naver.com,2000-10-15,FALSE,estp,야경풍의
520,uzYaePbx00520,ssafy520@naver.com,2002-09-04,FALSE,enfp,자연주의
521,uzYaePbx00521,ssafy521@naver.com,2001-01-01,FALSE,intp,야경풍의
522,uzYaePbx00522,ssafy522@naver.com,2004-06-20,FALSE,istp,기타
523,uzYaePbx00523,ssafy523@naver.com,2001-11-10,FALSE,intp,복고풍의
524,uzYaePbx00524,ssafy524@naver.com,2003-11-28,FALSE,entp,복고풍의
525,uzYaePbx00525,ssafy525@naver.com,1998-06-20,FALSE,istp,자연주의
526,uzYaePbx00526,ssafy526@naver.com,1996-02-26,FALSE,esfj,낭만적인
527,uzYaePbx00527,ssafy527@naver.com,2004-01-18,FALSE,estj,복고풍의
528,uzYaePbx00528,ssafy528@naver.com,2000-09-23,FALSE,intj,활동적인
529,uzYaePbx00529,ssafy529@naver.com,1995-11-23,FALSE,enfp,복고풍의
530,uzYaePbx00530,ssafy530@naver.com,1995-11-03,FALSE,istj,활동적인
531,uzYaePbx00531,ssafy531@naver.com,1994-06-25,FALSE,infp,자연주의
532,uzYaePbx00532,ssafy532@naver.com,1996-07-23,FALSE,intp,복고풍의
533,uzYaePbx00533,ssafy533@naver.com,2000-02-25,FALSE,enfj,활동적인
534,uzYaePbx00534,ssafy534@naver.com,1997-03-31,FALSE,esfp,야경풍의
535,uzYaePbx00535,ssafy535@naver.com,1996-11-07,FALSE,intp,복고풍의
536,uzYaePbx00536,ssafy536@naver.com,1999-06-29,FALSE,isfj,이국적인
537,uzYaePbx00537,ssafy537@naver.com,2003-10-09,FALSE,esfp,낭만적인
538,uzYaePbx00538,ssafy538@naver.com,1999-03-03,FALSE,esfj,이국적인
539,uzYaePbx00539,ssafy539@naver.com,2000-06-22,FALSE,entj,기타
540,uzYaePbx00540,ssafy540@naver.com,2003-06-07,FALSE,intp,낭만적인
541,uzYaePbx00541,ssafy541@naver.com,1998-02-17,FALSE,enfp,기타
542,uzYaePbx00542,ssafy542@naver.com,1997-05-04,FALSE,isfp,기타
543,uzYaePbx00543,ssafy543@naver.com,1994-05-13,FALSE,infj,활동적인
544,uzYaePbx00544,ssafy544@naver.com,1995-04-02,FALSE,isfp,현대적인
545,uzYaePbx00545,ssafy545@naver.com,1998-07-01,FALSE,infj,현대적인
546,uzYaePbx00546,ssafy546@naver.com,1998-06-21,FALSE,estp,복고풍의
547,uzYaePbx00547,ssafy547@naver.com,2004-01-02,FALSE,isfp,기타
548,uzYaePbx00548,ssafy548@naver.com,1997-05-08,FALSE,infp,낭만적인
549,uzYaePbx00549,ssafy549@naver.com,1998-10-27,FALSE,istp,자연주의
550,uzYaePbx00550,ssafy550@naver.com,1994-12-14,FALSE,intj,낭만적인
551,uzYaePbx00551,ssafy551@naver.com,2004-04-05,FALSE,intp,낭만적인
552,uzYaePbx00552,ssafy552@naver.com,1997-11-13,FALSE,entj,현대적인
553,uzYaePbx00553,ssafy553@naver.com,1999-07-07,FALSE,isfj,기타
554,uzYaePbx00554,ssafy554@naver.com,1995-12-28,FALSE,infj,기타
555,uzYaePbx00555,ssafy555@naver.com,1997-08-19,FALSE,entj,복고풍의
556,uzYaePbx00556,ssafy556@naver.com,1997-09-21,FALSE,entp,활동적인
557,uzYaePbx00557,ssafy557@naver.com,2004-05-28,FALSE,estp,평화로운
558,uzYaePbx00558,ssafy558@naver.com,2003-12-18,FALSE,istj,현대적인
559,uzYaePbx00559,ssafy559@naver.com,2000-12-28,FALSE,esfj,자연주의
560,uzYaePbx00560,ssafy560@naver.com,1996-11-01,FALSE,infj,복고풍의
561,uzYaePbx00561,ssafy561@naver.com,2002-09-10,FALSE,estp,평화로운
562,uzYaePbx00562,ssafy562@naver.com,1994-09-07,FALSE,esfj,이국적인
563,uzYaePbx00563,ssafy563@naver.com,1998-02-02,FALSE,estp,이국적인
564,uzYaePbx00564,ssafy564@naver.com,2001-03-26,FALSE,enfp,야경풍의
565,uzYaePbx00565,ssafy565@naver.com,1996-07-06,FALSE,estp,이국적인
566,uzYaePbx00566,ssafy566@naver.com,2003-06-24,FALSE,enfj,기타
567,uzYaePbx00567,ssafy567@naver.com,2002-07-07,FALSE,istj,낭만적인
568,uzYaePbx00568,ssafy568@naver.com,1995-12-17,FALSE,esfp,현대적인
569,uzYaePbx00569,ssafy569@naver.com,2002-04-14,FALSE,intj,야경풍의
570,uzYaePbx00570,ssafy570@naver.com,1998-06-18,FALSE,isfj,평화로운
571,uzYaePbx00571,ssafy571@naver.com,1998-02-04,FALSE,intj,자연주의
572,uzYaePbx00572,ssafy572@naver.com,1998-12-22,FALSE,enfj,활동적인
573,uzYaePbx00573,ssafy573@naver.com,2000-11-17,FALSE,infj,야경풍의
574,uzYaePbx00574,ssafy574@naver.com,1995-03-07,FALSE,entj,평화로운
575,uzYaePbx00575,ssafy575@naver.com,2000-11-27,FALSE,isfp,이국적인
576,uzYaePbx00576,ssafy576@naver.com,1995-08-12,FALSE,esfj,복고풍의
577,uzYaePbx00577,ssafy577@naver.com,2004-07-28,FALSE,intj,현대적인
578,uzYaePbx00578,ssafy578@naver.com,2000-07-19,FALSE,istj,이국적인
579,uzYaePbx00579,ssafy579@naver.com,2001-11-29,FALSE,estp,야경풍의
580,uzYaePbx00580,ssafy580@naver.com,1997-08-01,FALSE,entj,기타
581,uzYaePbx00581,ssafy581@naver.com,2000-11-18,FALSE,enfj,자연주의
582,uzYaePbx00582,ssafy582@naver.com,1995-04-13,FALSE,intp,복고풍의
583,uzYaePbx00583,ssafy583@naver.com,2002-05-24,FALSE,esfj,야경풍의
584,uzYaePbx00584,ssafy584@naver.com,2000-03-30,FALSE,istp,이국적인
585,uzYaePbx00585,ssafy585@naver.com,2003-02-04,FALSE,esfp,활동적인
586,uzYaePbx00586,ssafy586@naver.com,1999-09-05,FALSE,entj,야경풍의
587,uzYaePbx00587,ssafy587@naver.com,1994-08-08,FALSE,isfj,활동적인
588,uzYaePbx00588,ssafy588@naver.com,1996-03-24,FALSE,intp,기타
589,uzYaePbx00589,ssafy589@naver.com,1997-05-08,FALSE,infp,활동적인
590,uzYaePbx00590,ssafy590@naver.com,1998-03-15,FALSE,entp,기타
591,uzYaePbx00591,ssafy591@naver.com,2002-03-17,FALSE,istp,야경풍의
592,uzYaePbx00592,ssafy592@naver.com,1999-01-27,FALSE,isfj,현대적인
593,uzYaePbx00593,ssafy593@naver.com,1994-04-21,FALSE,esfp,활동적인
594,uzYaePbx00594,ssafy594@naver.com,2001-07-25,FALSE,isfp,활동적인
595,uzYaePbx00595,ssafy595@naver.com,2003-07-02,FALSE,estj,현대적인
596,uzYaePbx00596,ssafy596@naver.com,2003-08-16,FALSE,esfp,낭만적인
597,uzYaePbx00597,ssafy597@naver.com,2001-08-08,FALSE,esfj,현대적인
598,uzYaePbx00598,ssafy598@naver.com,1998-07-07,FALSE,esfp,야경풍의
599,uzYaePbx00599,ssafy599@naver.com,1996-11-06,FALSE,entj,활동적인
600,uzYaePbx00600,ssafy600@naver.com,2000-10-18,FALSE,estp,평화로운
601,uzYaePbx00601,ssafy601@naver.com,1999-09-08,FALSE,istp,낭만적인
602,uzYaePbx00602,ssafy602@naver.com,1995-04-26,FALSE,entp,이국적인
603,uzYaePbx00603,ssafy603@naver.com,2001-07-06,FALSE,intj,활동적인
604,uzYaePbx00604,ssafy604@naver.com,2002-04-10,FALSE,enfp,기타
605,uzYaePbx00605,ssafy605@naver.com,1994-07-11,FALSE,entj,이국적인
606,uzYaePbx00606,ssafy606@naver.com,2003-07-24,FALSE,esfp,기타
607,uzYaePbx00607,ssafy607@naver.com,1999-09-18,FALSE,esfp,자연주의
608,uzYaePbx00608,ssafy608@naver.com,1998-06-19,FALSE,istp,활동적인
609,uzYaePbx00609,ssafy609@naver.com,2004-04-24,FALSE,entj,낭만적인
610,uzYaePbx00610,ssafy610@naver.com,1994-11-21,FALSE,istj,자연주의
611,uzYaePbx00611,ssafy611@naver.com,1999-04-29,FALSE,intp,야경풍의
612,uzYaePbx00612,ssafy612@naver.com,1998-08-25,FALSE,isfj,현대적인
613,uzYaePbx00613,ssafy613@naver.com,1995-12-23,FALSE,infj,야경풍의
614,uzYaePbx00614,ssafy614@naver.com,2002-02-22,FALSE,istp,평화로운
615,uzYaePbx00615,ssafy615@naver.com,2000-11-10,FALSE,infj,활동적인
616,uzYaePbx00616,ssafy616@naver.com,1999-08-25,FALSE,istj,야경풍의
617,uzYaePbx00617,ssafy617@naver.com,2002-02-02,FALSE,isfj,현대적인
618,uzYaePbx00618,ssafy618@naver.com,1994-04-09,FALSE,isfj,기타
619,uzYaePbx00619,ssafy619@naver.com,1995-11-22,FALSE,enfj,활동적인
620,uzYaePbx00620,ssafy620@naver.com,1999-10-14,FALSE,estj,이국적인
621,uzYaePbx00621,ssafy621@naver.com,1999-10-03,FALSE,esfp,평화로운
622,uzYaePbx00622,ssafy622@naver.com,1999-11-28,FALSE,enfj,자연주의
623,uzYaePbx00623,ssafy623@naver.com,1999-02-19,FALSE,infp,활동적인
624,uzYaePbx00624,ssafy624@naver.com,1998-09-05,FALSE,enfp,기타
625,uzYaePbx00625,ssafy625@naver.com,1996-03-17,FALSE,estp,현대적인
626,uzYaePbx00626,ssafy626@naver.com,1999-05-15,FALSE,enfj,현대적인
627,uzYaePbx00627,ssafy627@naver.com,2003-02-16,FALSE,esfp,기타
628,uzYaePbx00628,ssafy628@naver.com,1994-10-30,FALSE,isfj,낭만적인
629,uzYaePbx00629,ssafy629@naver.com,1997-01-29,FALSE,enfj,현대적인
630,uzYaePbx00630,ssafy630@naver.com,2000-10-24,FALSE,esfp,복고풍의
631,uzYaePbx00631,ssafy631@naver.com,1999-02-13,FALSE,intp,야경풍의
632,uzYaePbx00632,ssafy632@naver.com,2002-09-07,FALSE,estp,평화로운
633,uzYaePbx00633,ssafy633@naver.com,2002-06-05,FALSE,intj,현대적인
634,uzYaePbx00634,ssafy634@naver.com,2000-04-29,FALSE,enfj,이국적인
635,uzYaePbx00635,ssafy635@naver.com,1998-09-16,FALSE,entp,기타
636,uzYaePbx00636,ssafy636@naver.com,2000-10-24,FALSE,entp,기타
637,uzYaePbx00637,ssafy637@naver.com,1998-04-21,FALSE,entp,평화로운
638,uzYaePbx00638,ssafy638@naver.com,1996-12-01,FALSE,infj,복고풍의
639,uzYaePbx00639,ssafy639@naver.com,2000-02-28,FALSE,enfp,자연주의
640,uzYaePbx00640,ssafy640@naver.com,2001-06-06,FALSE,isfp,기타
641,uzYaePbx00641,ssafy641@naver.com,1998-05-05,FALSE,isfp,자연주의
